,video_id,keywords,annotation
2748,6862496783692500228,柳州白沙客运站附近疑似火车撞死人,真
2749,6968705181332557088,柳州白沙客运站附近疑似火车撞死人,真
2750,3xvqu8etsfb5rbu,柳州白沙客运站附近疑似火车撞死人,真
2751,3xzgybrcpf8zwfm,柳州白沙客运站附近疑似火车撞死人,真
2752,7027867462083398945,柳州白沙客运站附近疑似火车撞死人,真
2753,6947318617755127078,柳州白沙客运站附近疑似火车撞死人,真
2754,6883831030139194637,柳州白沙客运站附近疑似火车撞死人,真
2755,3x6u8ywhvmp6nww,柳州白沙客运站附近疑似火车撞死人,真
2756,6680486383200652551,柳州碧桂园发生命案,真
2757,6680725537217957133,柳州碧桂园发生命案,真
2758,6940947333114875174,柳州碧桂园发生命案,真
2759,3xc3855y9s3ek7m,柳州碧桂园发生命案,真
2760,7005117123030797600,柳州碧桂园发生命案,真
2761,6838183183779958030,柳州碧桂园发生命案,真
2762,6969600590737378599,柳州碧桂园发生命案,真
2763,6982426156553260301,柳州碧桂园发生命案,真
2764,3xptn4sa77yy3x6,柳州碧桂园发生命案,真
2765,3xhf2wrfmycgv3y,柳州碧桂园发生命案,真
2766,6893761625375902979,柳州碧桂园发生命案,真
2767,6960564672554667267,柳州碧桂园发生命案,真
2768,3xyg8i98945uhs9,柳州碧桂园发生命案,真
2769,6998697010668784910,桃子全是防腐剂,假
2770,6716849310362848523,桃子全是防腐剂,假
2772,7006505596249738530,桃子全是防腐剂,假
2774,7007335568988212515,桃子全是防腐剂,假
2775,6992166958540148004,桃子全是防腐剂,假
2776,7007025077606714635,桃子全是防腐剂,假
2777,7000551278275300608,桃子全是防腐剂,假
2778,6992174785912425736,桃子全是防腐剂,假
2779,6847061751171714319,桐庐一大桥被洪水淹没,假
2780,6965949219823734052,桐庐一大桥被洪水淹没,真
2781,6846941022308683016,桐庐一大桥被洪水淹没,真
2783,3xu52mp9qpgzxii,横县校椅镇青桐村委竹花村一家两公婆吵架吊死三口人,真
2784,3x5w3hq73bw9eby,横县校椅镇青桐村委竹花村一家两公婆吵架吊死三口人,真
2785,7028133155794111757,橘子洲景区的橘子可随意摘,真
2787,6903417736039271688,橘子洲景区的橘子可随意摘,假
2788,6903391663654259975,橘子洲景区的橘子可随意摘,假
2789,6903482569623375117,橘子洲景区的橘子可随意摘,假
2790,6756049768167771405,橘子洲景区的橘子可随意摘,假
2791,6912698771163991307,橘子洲景区的橘子可随意摘,假
2792,3xv2rkyp2bzajeu,橘子洲景区的橘子可随意摘,假
2807,6844484276851952911,正骨瘦脸,假
2808,6895138486022688007,正骨瘦脸,假
2809,6949094701811174692,正骨瘦脸,假
2816,6796985569776864520,武汉一女子从十楼爬窗户下去买肉,假
2827,6791331018306587918,武汉一女子疑向门把手吐口水,假
2828,6791442371943910670,武汉一女子疑向门把手吐口水,假
2830,6906270461873622272,武汉古田四路佳兴园一居民使用酒精消毒引发火灾爆炸,真
2831,6906310378238561549,武汉古田四路佳兴园一居民使用酒精消毒引发火灾爆炸,真
2833,3xc46me4rch5p29,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2836,6789411863441558799,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2837,6789396303777467660,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2838,6789515540890275072,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2839,6789446985515601166,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2840,6789269241737563405,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2841,6993190210511146243,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2842,6789137562125585679,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2843,3xjr9cdec5xgw49,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2844,6789126750887529742,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2846,6789179815841844494,武汉因感染被隔离的宝宝，看到医生后求抱抱,假
2847,6956048707829746974,武汉大智路数码港附近有无症状病人倒地昏迷,真
2853,6863670234700680461,武汉大智路数码港附近有无症状病人倒地昏迷,真
2854,7027884760277994760,武汉家属持刀挟持医生被武警击毙,真
2862,3xkr5cb62vrqgzg,武汉已群体免疫,真
2863,3xcgbi9d2d8rmmc,武汉已群体免疫,真
2864,3xubv38juwkvaqq,武汉已群体免疫,真
2865,6836185591537863947,武汉武昌和平大道立交桥塌了,真
2866,6836184471495068936,武汉武昌和平大道立交桥塌了,真
2867,6836201017860836621,武汉武昌和平大道立交桥塌了,真
2868,6836183231293836556,武汉武昌和平大道立交桥塌了,真
2869,6836183067531463948,武汉武昌和平大道立交桥塌了,真
2870,6836221278811114763,武汉武昌和平大道立交桥塌了,真
2871,6837016406660271371,武汉武昌和平大道立交桥塌了,真
2872,3x9jss8pgj56ipm,武汉武昌和平大道立交桥塌了,真
2873,6836185378953694468,武汉武昌和平大道立交桥塌了,真
2874,3x7mm4prebqqqym,武汉武昌和平大道立交桥塌了,真
2875,3xhep9azwbeuwye,武汉武昌和平大道立交桥塌了,真
2876,6836168603889405196,武汉武昌和平大道立交桥塌了,真
2877,6836172690861100303,武汉武昌和平大道立交桥塌了,真
2878,6836177348363144463,武汉武昌和平大道立交桥塌了,真
2879,6836179631603846413,武汉武昌和平大道立交桥塌了,真
2880,6836180902352080132,武汉武昌和平大道立交桥塌了,真
2881,6836181677300059392,武汉武昌和平大道立交桥塌了,真
2884,6795136003800567043,武汉长江大桥燃放烟花驱疫,假
2885,6795390464452218127,武汉长江大桥燃放烟花驱疫,假
2886,6794816030641327363,武汉长江大桥燃放烟花驱疫,假
2887,6798119823319633165,武汉长江大桥燃放烟花驱疫,假
2888,6795726406232886540,武汉长江大桥燃放烟花驱疫,假
2889,6795764790707932431,武汉长江大桥燃放烟花驱疫,假
2890,3xmxwuq867w95e6,武汉长江大桥燃放烟花驱疫,假
2891,6795769343574674695,武汉长江大桥燃放烟花驱疫,假
2892,6794988930535132431,武汉长江大桥燃放烟花驱疫,假
2893,6802916932044508430,武汉长江大桥燃放烟花驱疫,假
2894,7012842517238533406,歼-20战机亮相珠海航展,真
2895,7012823302880185607,歼-20战机亮相珠海航展,真
2896,6894080336926346510,歼-20战机亮相珠海航展,真
2897,7012816937730313502,歼-20战机亮相珠海航展,真
2898,3xtrxrpz8cvkpt2,歼-20战机亮相珠海航展,真
2899,7012977027187821838,歼-20战机亮相珠海航展,真
2900,3xhqddfy9c767cc,歼-20战机亮相珠海航展,真
2901,7013654980955557150,歼-20战机亮相珠海航展,真
2902,3x83d33mbekpx9e,歼-20战机亮相珠海航展,真
2903,7012901246478667011,歼-20战机亮相珠海航展,真
2904,7013170559047568673,歼-20战机亮相珠海航展,真
2905,7013226060045110558,歼-20战机亮相珠海航展,真
2906,3x29qa3tdevpjby,歼-20战机亮相珠海航展,真
2907,7015413269745700134,歼-20战机亮相珠海航展,真
2908,3xafa6w6iksyr9u,歼-20战机亮相珠海航展,真
2909,3xnju8srvdbjgwa,歼-20战机亮相珠海航展,真
2910,3xnuy4rkufkecmm,歼-20战机亮相珠海航展,真
2911,7037720351664590120,歼-20战机亮相珠海航展,真
2912,3xubrwrx6ik7eyk,歼-20战机亮相珠海航展,真
2913,7013670245978148132,歼-20战机亮相珠海航展,真
2939,7030958335998315790,比尔·盖茨利用新冠疫情控制人口，完成人类清除计划,假
2940,7010731047281331489,比尔·盖茨利用新冠疫情控制人口，完成人类清除计划,假
2941,7025234606643334440,比尔·盖茨利用新冠疫情控制人口，完成人类清除计划,假
2948,6852598901032160520,比尔·盖茨雇替身打新冠疫苗,假
2949,6809915709791931663,永春一家四口服药自杀,真
2950,3xrmfsdwarjwyfg,永春一家四口服药自杀,真
2951,6876257542276730120,永春一家四口服药自杀,真
2952,3xdcjwjrxhwsqcq,永春一家四口服药自杀,真
2953,3xai6e23q8ctwkm,永春一家四口服药自杀,真
2954,6876220191492148487,永春一家四口服药自杀,真
2955,3xqyfgx636625ag,永春一家四口服药自杀,真
2956,3xyjd37ta8y88gu,永春一家四口服药自杀,真
2957,7007696528345173252,汉巴南高铁今日正式通车,真
2958,6884213334812527872,汉巴南高铁今日正式通车,假
2959,7031939937406553381,汉巴南高铁今日正式通车,真
2960,7032866394190417155,汉巴南高铁今日正式通车,真
2961,7032869305435933963,汉巴南高铁今日正式通车,真
2962,6680479610414664974,汉巴南高铁今日正式通车,真
2963,3x44qdubkgakpya,汉巴南高铁今日正式通车,真
2964,6998461234035150117,汉巴南高铁今日正式通车,真
2965,7043748758198258975,汉巴南高铁今日正式通车,真
2966,7043587064008281358,汉巴南高铁今日正式通车,真
2967,3x9dv6iyh9vqsny,汉巴南高铁今日正式通车,真
2968,6680484308932726023,汉巴南高铁今日正式通车,真
2981,6848770518095531277,江西九江多地破坝,假
2982,6848501754376539392,江西九江多地破坝,假
2983,6848579855626292494,江西九江多地破坝,假
2984,6848941907926584591,江西九江多地破坝,真
2985,6849580996883451150,江西九江多地破坝,真
2986,6848425894361517327,江西九江多地破坝,假
2987,6848899375402421508,江西九江多地破坝,真
2988,6848464753204006155,江西九江多地破坝,假
2989,6848861749949582592,江西九江多地破坝,假
2990,6848784835973057800,江西九江多地破坝,真
3002,7039894871749987621,江阴海港大道桥体坍塌,真
3003,6896844454724930831,江阴海港大道桥体坍塌,假
3004,6965945917509733635,江阴海港大道桥体坍塌,真
3010,3xfwr2gzemrgaxc,江面涨水，货船卡在了长江大桥,真
3011,6852522086913658125,江面涨水，货船卡在了长江大桥,真
3012,3x8v8sbdv5rbjfs,江面涨水，货船卡在了长江大桥,真
3013,6852539740328168717,江面涨水，货船卡在了长江大桥,真
3014,6848177805520293120,江面涨水，货船卡在了长江大桥,真
3018,6852586988072160512,江面涨水，货船卡在了长江大桥,真
3019,6853029182356753675,江面涨水，货船卡在了长江大桥,真
3020,6866352267004611844,池州出现了海市蜃楼,假
3021,6774924661470891264,池州出现了海市蜃楼,假
3022,6855232520561151244,池州出现了海市蜃楼,假
3023,3xkaxd72w6rqct9,池州出现了海市蜃楼,假
3024,3xyv9ycbzi426r4,池州出现了海市蜃楼,假
3025,7056367962126634253,汶川少女嫁兵哥哥,假
3026,7030659592841334053,汶川少女嫁兵哥哥,假
3027,7044899170313850153,汶川少女嫁兵哥哥,假
3028,7031561017180065063,汶川少女嫁兵哥哥,假
3029,7042654809836621071,汶川少女嫁兵哥哥,假
3030,7040585061250469158,汶川少女嫁兵哥哥,假
3031,7040459322459032873,汶川少女嫁兵哥哥,假
3032,7040780207178927372,汶川少女嫁兵哥哥,假
3033,7034350483309399309,汶川少女嫁兵哥哥,假
3034,7055265850936397071,汶川少女嫁兵哥哥,假
3035,7042840706381106439,汶川少女嫁兵哥哥,假
3036,7034682911441915136,汶川少女嫁兵哥哥,假
3037,7040430360127130892,汶川少女嫁兵哥哥,假
3038,3xy4vn77pthun2s,沈家门受台风影响海水倒灌,假
3039,6988398931788975391,沈家门受台风影响海水倒灌,假
3040,6988569067028303141,沈家门受台风影响海水倒灌,假
3041,3xbp92npgu2ppeu,沈家门受台风影响海水倒灌,假
3042,6988524874654289184,沈家门受台风影响海水倒灌,假
3043,7036923326471671053,沈阳双胞胎补课却把老师举报,假
3044,7003606994833771806,沈阳双胞胎补课却把老师举报,假
3045,7046313095060311333,沈阳双胞胎补课却把老师举报,假
3046,7040481564500774178,沈阳双胞胎补课却把老师举报,假
3047,3xesx39h9s7x9bw,沈阳双胞胎补课却把老师举报,假
3048,6994584141287165219,沈阳双胞胎补课却把老师举报,假
3049,7038198919838387493,沈阳双胞胎补课却把老师举报,假
3050,3x8ft3yny3j9nqs,沈阳双胞胎补课却把老师举报,假
3055,6882908970764242187,沈阳棋盘山动物园小动物被烧死,真
3057,6680495441294920964,沈阳棋盘山动物园小动物被烧死,真
3071,3xyrsygih6yxfhe,河北沧州鞠官屯油罐爆炸死亡22人,真
3072,7028453876248399135,河北沧州鞠官屯油罐爆炸死亡22人,真
3073,3x7a7juzrk3g8ak,河北沧州鞠官屯油罐爆炸死亡22人,真
3074,3xsrpx7h4g5d9tm,河北沧州鞠官屯油罐爆炸死亡22人,真
3075,6968671834694782219,河北沧州鞠官屯油罐爆炸死亡22人,真
3076,6968739328969264423,河北沧州鞠官屯油罐爆炸死亡22人,真
3077,6968999140315450638,河北沧州鞠官屯油罐爆炸死亡22人,真
3078,6869932962536819983,河北赞皇发现华北豹,假
3080,7015504911643299108,河北赞皇发现华北豹,真
3081,6872205855849221389,河南一中学生活用水满是泥沙,假
3088,3xwr99t37ja3jku,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3089,6820179715064745229,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3090,6825143527085772045,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3091,6836034235967524110,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3092,7043312251079576864,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3093,6823900927192272141,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3094,6817675724665703692,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3095,6817979355336117511,河南一孤寡老人去世后留下80000元存款……银行称：这笔钱应该归国家所有,假
3097,6769364663302917389,河南灵宝市一辆机动车未礼让路过黑狗被处罚,假
3104,6872900172397989133,河南载蒜车掉入沟里群众疯狂抢蒜,假
3105,6872907441135275278,河南载蒜车掉入沟里群众疯狂抢蒜,假
3106,7020638514916117793,河南载蒜车掉入沟里群众疯狂抢蒜,假
3108,6872926439709134083,河南载蒜车掉入沟里群众疯狂抢蒜,假
3110,6911949842147233032,河南载蒜车掉入沟里群众疯狂抢蒜,假
3111,6992447450963365128,河南郑州男子服装店被洪水淹没痛哭,假
3112,6852677764353379597,河南郑州男子服装店被洪水淹没痛哭,真
3113,6852984894365207821,河南郑州男子服装店被洪水淹没痛哭,真
3114,6852973825793985804,河南郑州男子服装店被洪水淹没痛哭,真
3115,6852945783688285454,河南郑州男子服装店被洪水淹没痛哭,真
3116,6987628050611588367,河南郑州男子服装店被洪水淹没痛哭,假
3117,6987686503098895647,河南郑州男子服装店被洪水淹没痛哭,假
3118,6988277007628897571,河南郑州男子服装店被洪水淹没痛哭,假
3119,7020632717368888615,河南郑州男子服装店被洪水淹没痛哭,真
3120,6988490986850651425,河南郑州男子服装店被洪水淹没痛哭,假
3121,6802770862526319872,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3122,6802839353497242893,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3123,6803138853226990855,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3124,6803639669138492680,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3125,3xjbrxwwnt7eiek,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3126,6802751301202595087,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3127,3xtrcijpu64y6xc,泉州欣佳酒店坍塌事故中有警犬牺牲,真
3128,6802604813633785096,泉州欣佳酒店坍塌事故中有警犬牺牲,假
3130,6802851077705288963,泉州欣佳酒店坍塌事故中有警犬牺牲,假
3131,7020425430473706765,泉州酒店倒塌,真
3132,7020553684987809032,泉州酒店倒塌,真
3133,7020439365021224195,泉州酒店倒塌,真
3134,3xqbh4dyn9cvpwm,泉州酒店倒塌,真
3135,3xhbg824xcqr76s,泉州酒店倒塌,真
3136,7023692039996919080,泉州酒店倒塌,真
3137,3x5s3h6uyj5xfss,泉州酒店倒塌,真
3138,3xsu7qvs4uc3qw9,泉州酒店倒塌,真
3139,6921575944729693447,泉州酒店倒塌,真
3140,3xuznjigyifrav2,泉州酒店倒塌,真
3141,3xemxdkexfwj2ui,泉州酒店倒塌,真
3142,7021764129945898271,泉州酒店倒塌,真
3143,7020393255414156552,泉州酒店倒塌,真
3144,3x4hr9wjkn9q6uw,泉州酒店倒塌,真
3145,6986508597135969576,注胶皮皮虾,假
3150,3x5yiw5hwys89cm,注胶皮皮虾,假
3154,6940500821041745185,注胶皮皮虾,假
3155,3xppqx27b2354pm,泰国普吉岛沉船事故,真
3156,7000998985607531780,泰国普吉岛沉船事故,真
3157,6999597490399907109,泰国普吉岛沉船事故,真
3158,7008828598815591713,泰国普吉岛沉船事故,真
3159,3xjsgikfd6fxf4m,泰国普吉岛沉船事故,真
3160,3xjmbb3zj82t4uc,泰国普吉岛沉船事故,真
3161,7027922688245075207,泰国普吉岛沉船事故,真
3162,7027898091239968031,泰国普吉岛沉船事故,真
3163,6991520662259125518,泰国普吉岛沉船事故,真
3164,3x8yvwgeta3enn9,泰国普吉岛沉船事故,真
3165,3xfdbetmka48eiq,泰国普吉岛沉船事故,真
3166,6867361315111980291,泰国普吉岛沉船事故,真
3167,6866360146147265800,泰国普吉岛沉船事故,真
3176,6926098495787126016,洗碗阿姨赢40万,假
3181,6690045890444446988,流浪大师沈巍捐出30万直播收入,假
3182,6691461631374888195,流浪大师沈巍捐出30万直播收入,假
3183,7009640844173085956,流浪大师沈巍捐出30万直播收入,假
3185,6723878732349721868,济南凤凰山路变压器泡水漏电,假
3186,6881232398978223373,济南大学一学院办一周情侣活动,假
3188,3xe6si4ifnmtt46,济南王关庄城管被瓜贩砍伤,真
3189,7020638542674087206,济南王关庄城管被瓜贩砍伤,真
3190,3xq2sckicwhcfjw,济南王关庄城管被瓜贩砍伤,真
3191,3x6rd6qtetk9b5m,济南王关庄城管被瓜贩砍伤,真
3192,3xthxhuyacfred2,济南王关庄城管被瓜贩砍伤,真
3193,6872158398226418958,济南王关庄城管被瓜贩砍伤,真
3194,3xnttt2cet3x2zq,济南王关庄城管被瓜贩砍伤,真
3195,6872315365985176847,济南王关庄城管被瓜贩砍伤,真
3196,3xt9ixupdzyujqq,济南王关庄城管被瓜贩砍伤,真
3197,3x3844w57698meu,济南王关庄城管被瓜贩砍伤,真
3207,6797977154782006542,浙江10万只鸭子出征巴基斯坦灭蝗,假
3208,6797925040911305987,浙江10万只鸭子出征巴基斯坦灭蝗,假
3209,6797946717984525576,浙江10万只鸭子出征巴基斯坦灭蝗,假
3210,6797955890583555328,浙江10万只鸭子出征巴基斯坦灭蝗,假
3211,6797997723753663752,浙江10万只鸭子出征巴基斯坦灭蝗,假
3212,6797937482760490240,浙江10万只鸭子出征巴基斯坦灭蝗,假
3213,6798008311460433159,浙江10万只鸭子出征巴基斯坦灭蝗,假
3214,6798440875786587406,浙江10万只鸭子出征巴基斯坦灭蝗,假
3215,3xy8gtn8hs9pa2w,浙江10万只鸭子出征巴基斯坦灭蝗,假
3216,6797924760434003200,浙江10万只鸭子出征巴基斯坦灭蝗,假
3219,6847313184450252040,浙江千岛湖现巨型引水口,真
3221,6988083209904934179,浙江宁波慈溪台风已经来到,假
3222,3x9d6k674j8newk,浙江宁波慈溪台风已经来到,假
3223,6988654591785061672,浙江宁波慈溪台风已经来到,假
3224,6988731721214594308,浙江宁波慈溪台风已经来到,假
3225,6733340523794402574,浙江宁波慈溪台风已经来到,假
3226,3xcvxd8bvp5xys2,浙江宁波慈溪台风已经来到,假
3228,6838058397108079887,浙江温岭一油罐车爆炸现场视频画面曝光,真
3229,6919111578998639876,浙江温岭一油罐车爆炸现场视频画面曝光,真
3230,6838012336184298765,浙江温岭一油罐车爆炸现场视频画面曝光,真
3231,6862496739316763908,浙江温岭一油罐车爆炸现场视频画面曝光,真
3232,7027865298359307553,浙江温岭一油罐车爆炸现场视频画面曝光,真
3233,7027860249763646750,浙江温岭一油罐车爆炸现场视频画面曝光,真
3234,6837836003022064896,浙江温岭一油罐车爆炸现场视频画面曝光,真
3235,6951986198319516939,浙江温岭一油罐车爆炸现场视频画面曝光,真
3236,6837784250800966920,浙江温岭一油罐车爆炸现场视频画面曝光,真
3238,6988806768662957312,浙江温州烟花台风已到来,假
3239,6987692817392979233,浙江温州烟花台风已到来,真
3240,7015175549756673293,海口一小区用酒精全屋消毒后开空调爆炸,真
3241,6706693656956374276,海口一小区用酒精全屋消毒后开空调爆炸,真
3242,6706724761545755908,海口一小区用酒精全屋消毒后开空调爆炸,真
3243,6706725685160955143,海口一小区用酒精全屋消毒后开空调爆炸,真
3244,3xingjgp2cywnj2,海口一小区用酒精全屋消毒后开空调爆炸,真
3245,3xs9psqgu52qt2w,海口一小区用酒精全屋消毒后开空调爆炸,真
3246,6972494564657548583,海口吾悦广场有人跳楼,真
3247,7044849883752320270,海口吾悦广场有人跳楼,真
3248,7029969757415673119,海口吾悦广场有人跳楼,真
3249,6925313216381734157,海口吾悦广场有人跳楼,真
3250,6853242304224922894,海口吾悦广场有人跳楼,真
3251,3x8xer3fc5y46dm,海口吾悦广场有人跳楼,真
3252,3xy7jd3smwfm7tw,海口吾悦广场有人跳楼,真
3253,3xqg8tenvphfzbs,海口吾悦广场有人跳楼,真
3254,6924686470749965583,海口吾悦广场有人跳楼,真
3255,6924875295799430415,海口吾悦广场有人跳楼,真
3256,6924956003725364487,海口吾悦广场有人跳楼,真
3257,6925223734156545287,海口吾悦广场有人跳楼,真
3258,7044719543280848141,海口吾悦广场有人跳楼,真
3259,3xc8f9m2xq24d82,海口吾悦广场有人跳楼,真
3260,7008815008708611360,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3261,3xvaagirk8be4b9,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3262,3xksn2sa94by5ge,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3263,3xzzegwhwiw7de9,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3264,3xpjkw34pxm5exi,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3265,3x8prc8e4yqbu3i,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3266,6766248464813722893,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3267,6766370765701991687,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3268,3x5qyy5ckq7swuw,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3269,3xfyscnma4nsmyc,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3270,6766217741016763660,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3271,6766220299689053444,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3272,6766508408339221768,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3273,6766220724072910088,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3274,6766222242721434894,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3275,6766228423317703940,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3276,6766234763129867527,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3277,3x4fprj2y3wkpqq,海宁一印染厂发生污水罐体坍塌事故，致4死16伤,真
3286,6777155234998340872,涪江五桥落水车辆和被困人员,真
3287,3xfesnh86g47gq6,涪江五桥落水车辆和被困人员,真
3288,3xrgk8f4vrrsghq,涪江五桥落水车辆和被困人员,真
3289,6991510973530033441,涪江五桥落水车辆和被困人员,真
3290,3xi25a5xuir6966,涪江五桥落水车辆和被困人员,真
3291,3xsjsfimkn7f4pu,涪江五桥落水车辆和被困人员,真
3292,6862620046783548686,涪江五桥落水车辆和被困人员,真
3293,6854107493627399437,涪江五桥落水车辆和被困人员,真
3294,6988028759072967940,涪江五桥落水车辆和被困人员,真
3295,3x6rptbr78izvt6,涪江五桥落水车辆和被困人员,真
3296,6927492596331728135,涪江五桥落水车辆和被困人员,真
3297,6911241104876752141,涪江五桥落水车辆和被困人员,真
3298,3xqbbtffv6kfquq,涪江五桥落水车辆和被困人员,真
3299,6905628008716029197,涪江五桥落水车辆和被困人员,真
3311,6936451574046690598,淄博某小区因使用酒精消毒引发火灾,真
3312,3xwgej7egf9857u,淄博某小区因使用酒精消毒引发火灾,真
3313,6935052777273969934,淄博某小区因使用酒精消毒引发火灾,真
3314,7003588006300896519,淄博某小区因使用酒精消毒引发火灾,真
3316,7003597350492982565,淄博某小区因使用酒精消毒引发火灾,真
3317,7003604300123442436,淄博某小区因使用酒精消毒引发火灾,真
3318,7003633195887381797,淄博某小区因使用酒精消毒引发火灾,真
3319,6767918377714404622,淄博某小区因使用酒精消毒引发火灾,真
3320,6965944220968357134,淮阴碧桂园凶杀案,真
3321,6990642579951947038,淮阴碧桂园凶杀案,真
3322,3xxqb6xhr5rcq96,淮阴碧桂园凶杀案,真
3323,6992396704175639849,淮阴碧桂园凶杀案,真
3324,6898304240838561035,淮阴碧桂园凶杀案,真
3325,6601765814712405251,深圳东门的ATM机被吹翻了满地钱,假
3326,6601707759312309512,深圳东门的ATM机被吹翻了满地钱,假
3327,6637504149732723981,深圳东门的ATM机被吹翻了满地钱,假
3328,6601686537832762637,深圳东门的ATM机被吹翻了满地钱,假
3329,6601845922928266500,深圳东门的ATM机被吹翻了满地钱,假
3330,6601803968425233671,深圳东门的ATM机被吹翻了满地钱,假
3331,6601690518281784579,深圳东门的ATM机被吹翻了满地钱,假
3332,6601810803031035144,深圳东门的ATM机被吹翻了满地钱,假
3355,6901142136364862731,深圳明年试点开征房地产税,真
3358,6892156062619749645,深圳机场波音747与直升机无人机碰撞迫降,假
3359,6752811707518749966,深圳机场波音747与直升机无人机碰撞迫降,假
3361,6893383722993782020,深圳机场波音747与直升机无人机碰撞迫降,假
3362,6752267747142405388,深圳机场波音747与直升机无人机碰撞迫降,假
3363,6893077965429591311,深圳机场波音747与直升机无人机碰撞迫降,假
3364,6891553112411196685,深圳机场波音747与直升机无人机碰撞迫降,假
3365,6893477906882874639,深圳机场波音747与直升机无人机碰撞迫降,假
3366,7008532276556434726,深圳机场波音747与直升机无人机碰撞迫降,假
3367,6947274925078039811,深圳龙华卡车刹车失灵连撞5车致2死,真
3368,6965921131731651851,深圳龙华卡车刹车失灵连撞5车致2死,假
3369,6991483878930124044,深圳龙华卡车刹车失灵连撞5车致2死,真
3370,6839291158720433408,深圳龙华卡车刹车失灵连撞5车致2死,真
3373,6830008628045532428,温州南汇小区楼上扔烟头导致楼下着火,真
3374,6959557935596850435,温州南汇小区楼上扔烟头导致楼下着火,真
3376,6813262520137026827,温州南汇小区楼上扔烟头导致楼下着火,真
3377,6830676220544306440,温州南汇小区楼上扔烟头导致楼下着火,真
3378,6959100069924654372,温州南汇小区楼上扔烟头导致楼下着火,真
3379,6922317442479869199,温州大水库都放空了,假
3380,6989623502961757473,温州大水库都放空了,假
3381,6895999377542745351,温州大水库都放空了,假
3382,6872543801748016397,温州男子因女友出轨当街暴打,真
3383,3xkqrvwam36uwke,温州男子因女友出轨当街暴打,真
3384,6771251306406464781,温州男子因女友出轨当街暴打,真
3385,3x9nwnj84m3cq32,温州男子因女友出轨当街暴打,真
3386,7020684985111809310,温州男子因女友出轨当街暴打,真
3387,3xehdxv4px2its2,温州男子因女友出轨当街暴打,真
3388,6867068647152700679,游客给动物投喂口罩,假
3389,6867119524294954248,游客给动物投喂口罩,假
3390,6866979815686294798,游客给动物投喂口罩,假
3391,3x25ybraqeighzm,游客给动物投喂口罩,假
3396,6866678444009327884,游客给动物投喂口罩,假
3397,6877678568873168135,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3398,7028703095957851407,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3399,7050313098820947207,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3400,7045091116760239360,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3401,7035978396383431976,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3402,6605897306417925389,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3404,7032213017500732680,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
3405,7043412541501984038,湖北出现神奇变脸鸟，摄影师62天拍到其变脸视频,假
